rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,season,month,week,genre
68,spotify:track:2xLMifQCjDGFmkHkpNLD9h,Travis Scott,SICKO MODE,Cactus Jack / Epic / Grand Hustle,1,61,49,2602254,Summer,July,40,Rap/HipHop
69,spotify:track:543bCW2ruMPmxUBWirQ3MR,"Ed Sheeran, Chance the Rapper, PnB Rock",Cross Me (feat. Chance the Rapper & PnB Rock),Atlantic Records UK,11,37,7,2566674,Summer,July,40,Pop
70,spotify:track:6Hj9jySrnFppAI0sEMCZpJ,Juice WRLD,Robbery,Grade A Productions/Interscope Records,3,62,21,2560087,Summer,July,40,Rap/HipHop
71,spotify:track:7rvyVWja33WG9R97oeJAjx,Calboy,Envy Me,Polo Grounds Music/RCA Records,22,60,28,2541293,Summer,July,40,Rap/HipHop
72,spotify:track:1dyxS3YzBbL0t8rEVwVQ1K,Blake Shelton,God's Country,Warner Records,69,69,10,2458856,Summer,July,40,Rap/HipHop
73,spotify:track:7dt6x5M1jzdTEt8oCbisTK,Post Malone,Better Now,Republic Records,1,76,63,2446889,Summer,July,40,Rap/HipHop
74,spotify:track:4dAMdQ6g4kGmnc1MDHsg77,NLE Choppa,Shotta Flow,No Love Entertainment,46,48,17,2380575,Summer,July,40,Rap/HipHop
75,spotify:track:1OS9fNE87zO4Z696lBXriv,"Dreamville, Cozz, REASON, Childish Major",LamboTruck (with Cozz feat. REASON & Childish Major),Dreamville/Interscope Records,75,-1,1,2370086,Summer,July,40,Rap/HipHop
76,spotify:track:0e7ipj03S05BNilyu5bRzt,"Post Malone, 21 Savage",rockstar (feat. 21 Savage),Republic Records,1,84,95,2369461,Summer,July,40,Rap/HipHop
77,spotify:track:3Fj47GNK2kUF0uaEDgXLaD,Billie Eilish,wish you were gay,Darkroom/Interscope Records,3,78,19,2355224,Summer,July,40,Alternative
78,spotify:track:3Ol2xnObFdKV9pmRD2t9x8,A Boogie Wit da Hoodie,Look Back at It,Highbridge the Label / Atlantic Records,9,66,31,2352780,Summer,July,40,Rap/HipHop
79,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,Ariana Grande,"thank u, next",Republic Records,1,70,36,2341035,Summer,July,40,Pop
80,spotify:track:5p7ujcrUXASCNwRaWNHR1C,Halsey,Without Me,Capitol Records,5,71,40,2323991,Summer,July,40,Alternative
81,spotify:track:7f1zjZG77S891Uv4O68yfk,"DaBaby, Offset",Baby Sitter (feat. Offset),South Coast Music Group/Interscope Records,61,75,9,2305524,Summer,July,40,Rap/HipHop
82,spotify:track:3TpBefRZ1vFcOH6z57PQRI,"Bryce Vine, YG",La La Land (feat. YG),Sire,82,99,6,2287282,Summer,July,40,Rap/HipHop
83,spotify:track:2WyRfGeHo97VC5mP1BBSzr,Miley Cyrus,Mother's Daughter,RCA Records Label,13,87,6,2284211,Summer,July,40,Pop
84,spotify:track:3ee8Jmje8o58CHK66QrVC2,XXXTENTACION,SAD!,"Bad Vibes Forever, LLC",1,77,71,2271002,Summer,July,40,Rap/HipHop
85,spotify:track:7nfmK6oHPDlAd68A11d7AN,Luke Combs,Beer Never Broke My Heart,River House Artists/Columbia Nashville,51,91,9,2270455,Summer,July,40,Country
86,spotify:track:59ywHNwwchG4nZJMLyxSzd,"Offset, Cardi B",Clout (feat. Cardi B),Quality Control Music/Motown Records,46,67,13,2259722,Summer,July,40,Rap/HipHop
87,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,"Sam Smith, Normani",Dancing With A Stranger (with Normani),Capitol,12,82,26,2254323,Summer,July,40,Pop
88,spotify:track:4XiGKQqbmnMVxDzUj6j3f2,YK Osiris,Worth It,Def Jam Recordings,71,85,19,2248393,Summer,July,40,R&B/Soul
89,spotify:track:2MuMD298IpYqKF367wegUd,"Logic, Eminem",Homicide (feat. Eminem),Def Jam Recordings,1,68,10,2243667,Summer,July,40,Rap/HipHop
90,spotify:track:4kV4N9D1iKVxx1KLvtTpjS,Ariana Grande,"break up with your girlfriend, i'm bored",Republic Records,1,81,22,2235312,Summer,July,40,Pop
91,spotify:track:2wZjsbwmWfNVslgV5afl1L,"Lil Baby, Future",Out The Mud,Quality Control/Motown Records,49,65,3,2233919,Summer,July,40,Rap/HipHop
92,spotify:track:2t8yVaLvJ0RenpXUIAC52d,21 Savage,a lot,"Slaughter Gang, LLC/Epic Records",7,80,29,2225420,Summer,July,40,Rap/HipHop
93,spotify:track:4MsUsFfWseB9M2plGJyuIw,"Taylor Swift, Brendon Urie, Panic! At The Disco",ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,1,73,11,2186012,Summer,July,40,Pop
94,spotify:track:0k664IuFwVP557Gnx7RhIl,Lizzo,Juice,Nice Life/Atlantic,71,72,12,2175138,Summer,July,40,Pop
95,spotify:track:3xaugmCyXrVkrDTXbFkMW3,Joji,Sanctuary,88rising Music/Warner Records,19,74,4,2160221,Summer,July,40,R&B/Soul
96,spotify:track:6EbduYTr62sSzvl36wWiFM,"Ed Sheeran, Chris Stapleton, Bruno Mars",BLOW (with Chris Stapleton & Bruno Mars),Atlantic Records UK,96,-1,1,2154557,Summer,July,40,Pop
97,spotify:track:4tNXntkAzQ5A2dfYRYGIIQ,5 Seconds of Summer,Easier,5 Seconds Of Summer/Interscope,22,93,7,2151355,Summer,July,40,Alternative
98,spotify:track:1c0hsvHLELX6y8qymnpLKL,"Lunay, Daddy Yankee, Bad Bunny",Soltera - Remix,La Familia,60,83,9,2149043,Summer,July,40,Urbano Latino
99,spotify:track:3WyRgi8CzQnhzO0xw79tTS,DaBaby,Goin Baby,South Coast Music Group/Interscope Records,67,90,12,2137816,Summer,July,40,Rap/HipHop
100,spotify:track:0fea68AdmYNygeTGI4RC18,"J Balvin, Bad Bunny",LA CANCI?N,Universal Music Latino / Rimas,43,43,2,2137200,Summer,July,40,Urbano Latino
101,spotify:track:7wxDKfgFtRTbupcG4xDhtj,"Dreamville, J. Cole, Zoink Gang, KEY!, Maxo Kream","Oh Wow...Swerve (with J. Cole feat. Zoink Gang, KEY! & Maxo Kream)",Dreamville/Interscope Records,101,-1,1,2091143,Summer,July,40,Rap/HipHop
102,spotify:track:6foY66mWZN0pSRjZ408c00,Morgan Wallen,Whiskey Glasses,Big Loud Records,66,88,17,2087262,Summer,July,40,Country
103,spotify:track:2rxQMGVafnNaRaXlRMWPde,Luke Combs,Beautiful Crazy,River House Artists/Columbia Nashville,61,96,54,2077792,Summer,July,40,Country
104,spotify:track:1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,High Hopes,DCD2 / Fueled By Ramen,13,97,56,2042552,Summer,July,40,Alternative
105,spotify:track:67XyC1GdSkKb9sbRRkUDXS,"NLE Choppa, Blueface",Shotta Flow (Feat. Blueface) [Remix],No Love Entertainment,105,193,2,2026540,Summer,July,40,Rap/HipHop
106,spotify:track:6CcJMwBtXByIz4zQLzFkKc,Billie Eilish,i love you,Darkroom/Interscope Records,17,157,15,2015017,Summer,July,40,Alternative
107,spotify:track:1f38Gx6xQz6r4H1jGVNBJo,"DJ Snake, J Balvin, Tyga",Loco Contigo (feat. J. Balvin & Tyga),DJ Snake Music Productions Limited,92,120,4,2011211,Summer,July,40,Urbano Latino
108,spotify:track:1Ej96GIBCTvgH7tNX1r3qr,"Sech, Darell",Otro Trago,Rich Music/Ingrooves Records,71,92,8,2008967,Summer,July,40,Urbano Latino
109,spotify:track:12iDo4Kdw9vA2X1lN3UTVu,"Bazzi, 21 Savage",Focus (feat. 21 Savage),iamcosmic,52,107,4,2006290,Summer,July,40,Pop
110,spotify:track:2VxeLyX666F8uXCJ0dZF8B,"Lady Gaga, Bradley Cooper",Shallow,A Star is Born OST,10,106,41,1990518,Summer,July,40,Pop
111,spotify:track:0JP9xo3adEtGSdUEISiszL,XXXTENTACION,Moonlight,"Bad Vibes Forever, LLC",3,102,69,1987596,Summer,July,40,Rap/HipHop
112,spotify:track:0FZ4Dmg8jJJAPJnvBIzD9z,"Kodak Black, Offset, Travis Scott",ZEZE (feat. Travis Scott & Offset),Atlantic Records,1,103,39,1986283,Summer,July,40,Rap/HipHop
113,spotify:track:3GJ4hzg4lrGwU51Y3VARbF,Dan + Shay,Speechless,Warner Records,85,122,49,1984107,Summer,July,40,Country
114,spotify:track:22oEJW6r2rMb9z4IntfyEa,Panic! At The Disco,"Hey Look Ma, I Made It",DCD2 / Fueled By Ramen,67,119,13,1967059,Summer,July,40,Alternative
115,spotify:track:0rKtyWc8bvkriBthvHKY8d,Joji,SLOW DANCING IN THE DARK,88rising Music/Warner Records,29,123,42,1961052,Summer,July,40,R&B/Soul
116,spotify:track:5w9c2J52mkdntKOmRLeM2m,"Daddy Yankee, Snow",Con Calma,El Cartel Records (EC3),45,113,22,1956054,Summer,July,40,Urbano Latino
117,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,Post Malone,I Fall Apart,Universal Records,2,131,95,1953430,Summer,July,40,Rap/HipHop
118,spotify:track:3XF5xLJHOQQRbWya6hBp7d,Billie Eilish,you should see me in a crown,Darkroom/Interscope Records,11,125,37,1951632,Summer,July,40,Alternative
119,spotify:track:7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,Jocelyn Flores,Bad Vibes Forever / EMPIRE,3,112,98,1945047,Summer,July,40,Rap/HipHop
120,spotify:track:35rozLoS6QLE8HX8qswM3k,"Marshmello, A Day To Remember",Rescue Me,Joytime Collective,120,-1,2,1940891,Summer,July,40,Dance
121,spotify:track:7COXchtUOMd6uIT6HvmRaI,"Lauv, Troye Sivan",i'm so tired...,Lauv,23,116,24,1930044,Summer,July,40,Pop
122,spotify:track:5kfNriitmkNE8mUbZ7gbq8,Khalid,Saturday Nights,"Right Hand Music Group, LLC/RCA Records",14,121,37,1921562,Summer,July,40,R&B/Soul
123,spotify:track:2iUXsYOEPhVqEBwsqP70rE,5 Seconds of Summer,Youngblood,Capitol,17,129,65,1917064,Summer,July,40,Alternative
124,spotify:track:58q2HKrzhC3ozto2nDdN4z,"Cardi B, Bad Bunny, J Balvin",I Like It,Atlantic/KSR,3,108,66,1908519,Summer,July,40,Rap/HipHop
125,spotify:track:0TlLq3lA83rQOYtrqBqSct,Drake,Nonstop,Cash Money/Drake LP6,1,117,54,1908338,Summer,July,40,Rap/HipHop
126,spotify:track:03XfngWwNfhEjrnEga73Rg,"Dreamville, EARTHGANG","Swivel (with EARTHGANG) - From The Album ""Mirrorland""",Dreamville/Interscope Records,126,-1,1,1894245,Summer,July,40,Rap/HipHop
127,spotify:track:1KbCc89SxYma4BnBChkJBs,"Dreamville, J. Cole, JID, Cozz, EARTHGANG, Smino, Buddy","1993 (with J. Cole, JID, Cozz & EARTHGANG feat. Smino & Buddy)",Dreamville/Interscope Records,127,-1,1,1890801,Summer,July,40,Rap/HipHop
128,spotify:track:3A2yGHWIzmGEIolwonU69h,City Girls,Act Up,Quality Control Music/Motown Records,66,89,19,1874337,Summer,July,40,Rap/HipHop
129,spotify:track:4ChD9wq9iakg5UdeSzmgPE,"Dreamville, Bas, Cozz, Baby Tate, Guapdad 4000, Buddy","Don't Hit Me Right Now (with Bas & Cozz feat. Yung Baby Tate, Guapdad 4000 & Buddy)",Dreamville/Interscope Records,129,-1,1,1865660,Summer,July,40,Rap/HipHop
130,spotify:track:6vWEAOUSxohKxhp0K1BsxL,"YNW Melly, Kanye West",Mixed Personalities (feat. Kanye West),P2019,12,109,25,1860462,Summer,July,40,Rap/HipHop
131,spotify:track:2Jh3UqxnHJMyzMzku4uOtE,Juice WRLD,Feeling,Grade A Productions/Interscope Records,55,111,15,1856475,Summer,July,40,Rap/HipHop
132,spotify:track:1ThmUihH9dF8EV08ku5AXN,Ski Mask The Slump God,Faucet Failure,Republic Records,27,86,31,1849662,Summer,July,40,Rap/HipHop
133,spotify:track:4e4fqjx0Izh4svvTef1z7e,"Bebe Rexha, Florida Georgia Line",Meant to Be (feat. Florida Georgia Line),Warner Bros.,16,126,96,1849255,Summer,July,40,Pop
134,spotify:track:3swc6WTsr7rl9DqQKQA55C,"Post Malone, Ty Dolla $ign",Psycho (feat. Ty Dolla $ign),Republic Records,2,145,72,1848770,Summer,July,40,Rap/HipHop
135,spotify:track:36TO60sxDduIsO3xH8IcUh,"Joyner Lucas, Logic",Isis,Twenty Nine Music Group (Joyner Lucas),14,100,7,1846466,Summer,July,40,Rap/HipHop
136,spotify:track:2toVe5hfuIi97ytDPDbQFt,"Tyga, Offset",Taste (feat. Offset),Last Kings Music / EMPIRE,4,124,60,1827043,Summer,July,40,Rap/HipHop
137,spotify:track:4nw0S8MtvcLSpXCS9M8ciL,"Dreamville, Ari Lennox, Omen, Ty Dolla $ign, Dreezy",Got Me (with Ari Lennox & Omen feat. Ty Dolla $ign & Dreezy),Dreamville/Interscope Records,137,-1,1,1819660,Summer,July,40,Rap/HipHop
138,spotify:track:4u7EnebtmKWzUH433cf5Qv,Queen,Bohemian Rhapsody - Remastered 2011,Hollywood Records,42,140,37,1819211,Summer,July,40,Rock
139,spotify:track:6XkLPzkKzPhpr3hrvl1TUq,"Blueface, Rich The Kid",Daddy (feat. Rich The Kid),Cash Money Records Inc.,139,-1,1,1815692,Summer,July,40,Rap/HipHop
140,spotify:track:0mjAU3yKR1QnXnHtjGJqTM,OneRepublic,Rescue Me,Mosley Music/Interscope Records,66,137,8,1812419,Summer,July,40,Rock
141,spotify:track:2uIX8YMNjGMD7441kqyyNU,Billie Eilish,ocean eyes,Darkroom,78,136,55,1804791,Summer,July,40,Alternative
142,spotify:track:2KqJC0koTBUyDlsMt5ok1V,Thomas Rhett,Look What God Gave Her,The Valory Music Co.,70,133,10,1801645,Summer,July,40,Country
143,spotify:track:7wTA0NKIm6T7nP2kaymU2a,"Dreamville, EARTHGANG, J. Cole, Smino, Saba",Sacrifices (with EARTHGANG & J. Cole feat. Smino & Saba),Dreamville/Interscope Records,143,-1,1,1795642,Summer,July,40,Rap/HipHop
144,spotify:track:25sgk305KZfyuqVBQIahim,Ava Max,Sweet but Psycho,Atlantic Records,36,130,40,1794965,Summer,July,40,Pop
145,spotify:track:1ZDmxwg7Lywlx68b7SsJjj,Nicki Minaj,MEGATRON,Young Money/Cash Money Records,38,105,3,1792768,Summer,July,40,Rap/HipHop
146,spotify:track:5icOoE6VgqFKohjWWNp0Ac,"Marshmello, CHVRCHES",Here With Me,Marshmello/Republic,16,147,18,1787770,Summer,July,40,Dance
147,spotify:track:5Uw7Dut2lZfexn3Y09swpf,"Mark Ronson, Camila Cabello",Find U Again (feat. Camila Cabello),Columbia,36,127,6,1769778,Summer,July,40,Pop
148,spotify:track:5KBARWIxeMGkvUax9VtVC9,Saweetie,My Type,ICY/Artistry Records/Warner Records,148,-1,1,1765250,Summer,July,40,Rap/HipHop
149,spotify:track:0hWzB4dR1zwcokPvccww0k,NF,When I Grow Up,NF Real Music,63,63,2,1761348,Summer,July,40,Rap/HipHop
150,spotify:track:40T5GIqQ1CegGm2PTEl8Bu,Billie Eilish,idontwannabeyouanymore,Darkroom,48,160,52,1750103,Summer,July,40,Alternative
151,spotify:track:42fw0rxRO2xbesF6mJfd4Y,Dan + Shay,Tequila,Warner Records,60,141,69,1746256,Summer,July,40,Country
152,spotify:track:6n3q5ybuUQFT97ddyuxsFh,"Dreamville, Lute, Omen, Mez, DaVionne",Sleep Deprived (with Lute & Omen feat. Mez & DaVionne),Dreamville/Interscope Records,152,-1,1,1740176,Summer,July,40,Rap/HipHop
153,spotify:track:0yFvWTLs3iIwDbc91noXGT,"Chance the Rapper, TisaKorean, Murda Beatz",GRoCERIES,Chance the Rapper,47,115,8,1739421,Summer,July,40,Rap/HipHop
154,spotify:track:4VXIryQMWpIdGgYR4TrjT1,Juice WRLD,All Girls Are The Same,Juice WRLD Mixtape / ISR P&D,13,142,64,1731789,Summer,July,40,Rap/HipHop
155,spotify:track:5Z3GHaZ6ec9bsiI5BenrbY,Khalid,Young Dumb & Broke,"Right Hand Music Group, LLC/RCA Records",6,134,117,1729184,Summer,July,40,R&B/Soul
156,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,"Post Malone, Quavo",Congratulations,Universal Records,5,158,133,1717200,Summer,July,40,Rap/HipHop
157,spotify:track:2DjLLLV2r88a8TO0hVTVrS,"Dreamville, JID, J. Cole, Vince Staples",Rembrandt...Run It Back (with JID & J. Cole feat. Vince Staples),Dreamville/Interscope Records,157,-1,1,1709711,Summer,July,40,Rap/HipHop
158,spotify:track:7AQim7LbvFVZJE3O8TYgf2,"XXXTENTACION, Trippie Redd",Fuck Love (feat. Trippie Redd),Bad Vibes Forever / EMPIRE,8,144,98,1709133,Summer,July,40,Rap/HipHop
159,spotify:track:2P91MQbaiQOfbiz9VqhqKQ,Lauv,I Like Me Better,Lauv,30,149,109,1708927,Summer,July,40,Pop
160,spotify:track:6vN77lE9LK6HP2DewaN6HZ,"Lil Baby, Drake",Yes Indeed,"Quality Control Music, LLC",2,139,61,1699446,Summer,July,40,Rap/HipHop
161,spotify:track:6dPyzkyZwoj9LqjQXOFdVv,Cardi B,Press,Atlantic/KSR,15,110,6,1688782,Summer,July,40,Rap/HipHop
162,spotify:track:1xzBco0xcoJEDXktl7Jxrr,Sheck Wes,Mo Bamba,Cactus Jack Records/ G.O.O.D. Music/ Interscope Records,1,138,50,1687557,Summer,July,40,Rap/HipHop
163,spotify:track:7GX5flRQZVHRAGd6B4TmDO,Lil Uzi Vert,XO Tour Llif3,Generation Now/Atlantic,2,146,120,1686986,Summer,July,40,Rap/HipHop
164,spotify:track:7zLYKWcXnYeHHWidalz7rj,Lil Mosey,Noticed,Mogul Vision/Interscope Records,20,163,47,1675202,Summer,July,40,Rap/HipHop
165,spotify:track:2rMAtCaTj16NptyVfEIeAC,"Megan Thee Stallion, DaBaby",Cash Shit (feat. DaBaby),300 Entertainment,165,188,2,1673494,Summer,July,40,Rap/HipHop
166,spotify:track:56eGOeSsqdg3FLxdo83TwV,Lee Brice,Rumor,Curb Records,128,132,8,1669976,Summer,July,40,Country
167,spotify:track:6DCZcSspjsKoFjzjrWoCdn,Drake,God's Plan,Cash Money/Drake LP6,1,143,77,1659756,Summer,July,40,Rap/HipHop
168,spotify:track:02itaCXOdC54J0ISjqqFAp,"R3HAB, A Touch Of Class",All Around The World (La La La),Casablanca Records,159,159,3,1655577,Summer,July,40,Rap/HipHop
169,spotify:track:2tOOcDDYkh0PSjr6GwPEAJ,"MAX, Quinn XCII",Love Me Less (feat. Quinn XCII),Colour Vision Records/Sony Music Entertainment,68,161,10,1654067,Summer,July,40,Pop
170,spotify:track:14mHfNsSHN0FbLftyjrV9g,Flipp Dinero,Leave Me Alone,Cinematic/Epic/We The Best,10,148,48,1649864,Summer,July,40,Rap/HipHop
171,spotify:track:3QBnJDkME3teXvf52Sfslk,"Dreamville, JID, T.I.","Ladies, Ladies, Ladies (with JID feat. T.I.)",Dreamville/Interscope Records,171,-1,1,1635204,Summer,July,40,Rap/HipHop
172,spotify:track:4ZT9FnbFu1PaBfV3itxiqT,Lil Skies,I,All We Got Ent.,16,152,19,1625037,Summer,July,40,Rap/HipHop
173,spotify:track:5wujBwqG7INdStqGd4tRMX,Juice WRLD,Armed And Dangerous,Juice WRLD Mixtape / ISR P&D,9,151,35,1623172,Summer,July,40,Rap/HipHop
174,spotify:track:2G1tXoGBaEMJ7FKGnkf6ud,"Gucci Mane, Bruno Mars, Kodak Black",Wake Up in the Sky,Guwop Enterprises/Atlantic,6,156,43,1610799,Summer,July,40,Rap/HipHop
175,spotify:track:4R8BJggjosTswLxtkw8V7P,"Jhayco, J Balvin, Bad Bunny",No Me Conoce - Remix,N&E Entertainment LLC,168,168,4,1610149,Summer,July,40,Urbano Latino
176,spotify:track:3Tc57t9l2O8FwQZtQOvPXK,Billie Eilish,my strange addiction,Darkroom/Interscope Records,10,176,15,1601277,Summer,July,40,Alternative
177,spotify:track:09IStsImFySgyp0pIQdqAc,"Zedd, Maren Morris, Grey",The Middle,UMGRI Interscope,7,172,74,1598533,Summer,July,40,Dance
178,spotify:track:152lZdxL1OR0ZMW6KquMif,Khalid,Location,"Right Hand Music Group, LLC/RCA Records",9,171,130,1590773,Summer,July,40,R&B/Soul
179,spotify:track:79JBjIq90BrQ8Ws0pUhlzD,Mabel,Mad Love,Polydor Records,94,94,5,1584246,Summer,July,40,Pop
180,spotify:track:5qrSlOut2rNAWv3ubArkNy,Dean Lewis,Be Alright,Universal Music Australia Pty. Ltd.,31,175,50,1582616,Summer,July,40,Singer/Songwriter
181,spotify:track:7mldq42yDuxiUNn08nvzHO,Sam Hunt,Body Like A Back Road,MCA Nashville,15,162,83,1580556,Summer,July,40,County
182,spotify:track:4pCEIQ6wBVuaJdER5bALtO,Lil Uzi Vert,That's a Rack,Generation Now/Atlantic,41,164,13,1580428,Summer,July,40,Rap/HipHop
183,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,Kendrick Lamar,HUMBLE.,Aftermath,1,165,118,1579545,Summer,July,40,Rap/HipHop
184,spotify:track:7dnSXaCjLdFiWZa8s5wP1n,"Dreamville, Ari Lennox, Bas, Baby Rose",Self Love (with Ari Lennox & Bas feat. Baby Rose),Dreamville/Interscope Records,184,-1,1,1567568,Summer,July,40,Soundtrack
185,spotify:track:340UVheS8z3ncW9TTUhAbc,Halsey,Nightmare,Capitol Records,10,153,8,1560906,Summer,July,40,Alternative
186,spotify:track:7sO5G9EABYOXQKNPNiE9NR,"Offset, Metro Boomin",Ric Flair Drip (with Metro Boomin),"Slaughter Gang, LLC/Epic/Quality Control Music/Motown/Capitol/Boominati Worldwide/Republic",4,174,89,1554315,Summer,July,40,Rap/HipHop
187,spotify:track:116H0KvKr2Zl4RPuVBruDO,"Bad Bunny, Drake",MIA (feat. Drake),OVO Sound/Warner Records,2,170,39,1549773,Summer,July,40,Rap/HipHop
188,spotify:track:4YXKVaWzHaVyDq2pVS5cgR,Marshmello,Proud,Joytime Collective,188,-1,1,1545721,Summer,July,40,Dance
189,spotify:track:0vrmHPfoBadXVr2n0m1aqZ,Avicii,Heaven,Universal Music AB,18,104,5,1541835,Summer,July,40,Dance
190,spotify:track:5KawlOMHjWeUjQtnuRs22c,"BTS, Halsey",Boy With Luv (feat. Halsey),BIGHIT MUSIC,4,169,13,1532154,Summer,July,40,K-pop
191,spotify:track:2qGfZAgDe1pV2y5xJAhi6R,YoungBoy Never Broke Again,Slime Belief,"Never Broke Again, LLC",142,189,20,1530121,Summer,July,40,Rap/HipHop
192,spotify:track:4OBZT9EnhYIV17t4pGw7ig,"Daniel Caesar, H.E.R.",Best Part (feat. H.E.R.),MBK Entertainment/RCA Records,68,186,58,1514237,Summer,July,40,R&B/Soul
193,spotify:track:6gBFPUFcJLzWGx4lenP6h2,Travis Scott,goosebumps,Epic/Grand Hustle,16,187,133,1503078,Summer,July,40,Rap/HipHop
194,spotify:track:51NFxnQvaosfDDutk0tams,Billie Eilish,bellyache,Darkroom,49,194,36,1500738,Summer,July,40,Alternative
195,spotify:track:2x0RZdkZcD8QRI53XT4GI5,"Avicii, Aloe Blacc",SOS (feat. Aloe Blacc),Universal Music AB,11,177,13,1497805,Summer,July,40,Dance
196,spotify:track:3AEgic4yp82NxMWUjHtxnO,Ambjaay,Uno,Columbia,196,-1,1,1488516,Summer,July,40,Rap/HipHop
197,spotify:track:6lUNNXp7M8boA7gUEd6PSm,Eli Young Band,Love Ain't,The Valory Music Co.,161,-1,4,1485145,Summer,July,40,Country
198,spotify:track:5T8EDUDqKcs6OSOwEsfqG7,Queen,Don't Stop Me Now - Remastered 2011,Hollywood Records,102,185,30,1484543,Summer,July,40,Rock
199,spotify:track:0YP8kt3sAYTj6eEyesreQH,"Machine Gun Kelly, Naomi Wild",Glass House (feat. Naomi Wild),Bad Boy/Interscope Records,199,-1,1,1476566,Summer,July,40,Rap/HipHop
200,spotify:track:3CA9pLiwRIGtUBiMjbZmRw,Drake,Nice For What,Cash Money/Drake LP6,1,182,66,1476535,Summer,July,40,Rap/HipHop
